Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,What should the consequences be for a public official who encourages a foreign power to intervene in an upcoming domestic election in their favor?,Impeachment is the first step in the process of removing a president from office. Do you think the House of Representatives should impeach President Trump?,How familiar would you say you are with the situation stemming from President Trump's conversation with Ukrainian President Zelensky related to Democratic candidate Joe Biden?,Do you believe launching a formal impeachment inquiry into President Trump will overall work out in Democrats' favor electorally?,Do you believe launching a formal impeachment inquiry into President Trump for soliciting foreign interference in a US election is the right thing to do?,Age,Gender,Household Income,Region,Device Type
11020485652,247023108,2019-09-25 21:59:38,2019-09-25 22:00:08,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,Asian or Asian American,I'm not sure at this time,I don't know,I don't know,Not at all familiar,I don't know,I don't know,18-29,Male,"$50,000-$74,999",West South Central,Android Phone / Tablet
11020485418,247023108,2019-09-25 21:59:16,2019-09-25 22:01:16,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,,,,,,,,,,
11020483403,247023108,2019-09-25 21:57:17,2019-09-25 21:58:40,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,Probably the Republican nominee,I do not think that warrants any action,I don't know,Not at all familiar,I don't know,I don't know,18-29,Male,"$75,000-$99,999",Middle Atlantic,Android Phone / Tablet
11020482519,247023108,2019-09-25 21:56:05,2019-09-25 21:58:07,I don't know or I'd rather not say,Slightly liberal,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I don't know,Somewhat familiar,I don't know,Definitely yes,45-60,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
11020482074,247023108,2019-09-25 21:57:05,2019-09-25 21:57:49,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,I do not think that warrants any action,I strongly support impeachment,Extremely familiar,Definitely would,Definitely yes,18-29,Female,"$75,000-$99,999",Pacific,Android Phone / Tablet
11020480606,247023108,2019-09-25 21:53:59,2019-09-25 21:56:55,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Unsure / Don’t know,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,18-29,Male,"$100,000-$124,999",West South Central,Android Phone / Tablet
11020479784,247023108,2019-09-25 21:54:23,2019-09-25 21:56:24,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Democratic nominee,I don't know,I support impeachment,Not at all familiar,I don't know,Probably yes,30-44,Female,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
11020479063,247023108,2019-09-25 21:49:39,2019-09-25 21:55:58,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Black or African American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,Definitely would,Definitely yes,> 60,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
11020478911,247023108,2019-09-25 21:52:14,2019-09-25 21:55:52,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I support impeachment,Somewhat familiar,Probably would not,Definitely yes,30-44,Male,"$150,000-$174,999",Mountain,Android Phone / Tablet
11020476811,247023108,2019-09-25 21:51:56,2019-09-25 21:54:32,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Definitely would,Definitely yes,30-44,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
11020476324,247023108,2019-09-25 21:53:11,2019-09-25 21:57:16,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,I don't know,Definitely yes,> 60,Male,"$200,000+",Middle Atlantic,Windows Desktop / Laptop
11020475259,247023108,2019-09-25 21:52:56,2019-09-25 21:55:12,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,Probably would,Definitely yes,45-60,Female,"$200,000+",West South Central,iOS Phone / Tablet
11020475190,247023108,2019-09-25 21:52:01,2019-09-25 21:53:28,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,Probably would,Definitely yes,18-29,Female,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
11020474367,247023108,2019-09-25 21:49:36,2019-09-25 21:52:59,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I support impeachment,Not so familiar,I don't know,Definitely yes,45-60,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
11020474044,247023108,2019-09-25 21:49:45,2019-09-25 21:52:47,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Not so familiar,Definitely would,Definitely yes,> 60,Female,"$25,000-$49,999",East South Central,iOS Phone / Tablet
11020473134,247023108,2019-09-25 21:50:31,2019-09-25 21:52:12,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,Hispanic or Latino,Neither / I don't intend to vote.,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Not at all familiar,Probably would not,Definitely yes,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
11020472086,247023108,2019-09-25 21:48:02,2019-09-25 21:51:34,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Another race,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Definitely yes,18-29,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
11020469921,247023108,2019-09-25 21:48:39,2019-09-25 21:50:13,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,I don't know,I strongly support impeachment,Somewhat familiar,I don't know,I don't know,18-29,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
11020468663,247023108,2019-09-25 21:47:47,2019-09-25 21:49:27,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Asian or Asian American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Somewhat familiar,Probably would,Definitely yes,18-29,Female,"$150,000-$174,999",Pacific,Android Phone / Tablet
11020468430,247023108,2019-09-25 21:47:00,2019-09-25 21:49:19,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Definitely yes,18-29,Male,"$10,000-$24,999",Mountain,Android Phone / Tablet
11020467031,247023108,2019-09-25 21:43:51,2019-09-25 21:48:27,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I support impeachment,Somewhat familiar,Probably would,Probably yes,30-44,Female,"$50,000-$74,999",East North Central,Android Phone / Tablet
11020466040,247023108,2019-09-25 21:46:22,2019-09-25 21:47:50,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Asian or Asian American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,Definitely would,Definitely yes,18-29,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
11020462349,247023108,2019-09-25 21:44:01,2019-09-25 21:45:29,I don't know or I'd rather not say,Very conservative,No,White or Caucasian,Neither / I don't intend to vote.,I think that merits investigation and possibly removal from office.,I don't know,Not at all familiar,I don't know,I don't know,45-60,Female,"$10,000-$24,999",East South Central,iOS Phone / Tablet
11020461894,247023108,2019-09-25 21:40:57,2019-09-25 21:45:11,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Not at all familiar,Definitely would not,Probably not,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
11020461848,247023108,2019-09-25 21:42:16,2019-09-25 21:45:09,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,Definitely would not,Definitely yes,45-60,Male,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
11020461549,247023108,2019-09-25 21:37:29,2019-09-25 21:44:58,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,I don't know,I strongly oppose impeachment,Very familiar,Probably would not,Probably not,> 60,Male,"$50,000-$74,999",West North Central,iOS Phone / Tablet
11020461511,247023108,2019-09-25 21:42:26,2019-09-25 21:44:54,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I neither support nor oppose impeachment,Not at all familiar,I don't know,I don't know,30-44,Female,Prefer not to answer,East South Central,iOS Phone / Tablet
11020461481,247023108,2019-09-25 21:43:28,2019-09-25 21:49:12,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,Probably the Republican nominee,I don't know,I strongly oppose impeachment,Not so familiar,I don't know,Probably not,30-44,Male,Prefer not to answer,New England,Windows Desktop / Laptop
11020460775,247023108,2019-09-25 21:44:00,2019-09-25 21:45:55,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither / I don't intend to vote.,I don't know,I don't know,Somewhat familiar,I don't know,I don't know,45-60,Female,"$125,000-$149,999",South Atlantic,MacOS Desktop / Laptop
11020460689,247023108,2019-09-25 21:42:01,2019-09-25 21:44:26,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,I think the matter should be looked into but don't see any immediate issue,I neither support nor oppose impeachment,Somewhat familiar,I don't know,Definitely yes,30-44,Female,"$25,000-$49,999",West North Central,iOS Phone / Tablet
11020459442,247023108,2019-09-25 21:23:31,2019-09-25 21:43:43,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,I do not think that warrants any action,I oppose impeachment,Not so familiar,Probably would not,Probably not,30-44,Female,"$25,000-$49,999",East South Central,iOS Phone / Tablet
11020457541,247023108,2019-09-25 21:42:08,2019-09-25 21:44:39,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,Another race,I'm not sure at this time,I do not think that warrants any action,I strongly oppose impeachment,Extremely familiar,Definitely would not,Definitely not,> 60,Male,"$75,000-$99,999",South Atlantic,Android Phone / Tablet
