Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),"Facebook co-founder Chris Hughes has called on the federal government to start anti-trust action against the company and to break it up, such as requiring it to spin off WhatsApp and Instagram as separate companies. Do you oppose or support anti-trust action against Facebook?",Age,Gender,Household Income,Region,Device Type
10722976705,233578950,2019-05-11 5:47:34,2019-05-11 5:51:49,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$100,000-$124,999",Middle Atlantic,iOS Phone / Tablet
10722975600,233578950,2019-05-11 5:46:09,2019-05-11 5:47:40,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$25,000-$49,999",West North Central,iOS Phone / Tablet
10722973695,233578950,2019-05-11 5:43:12,2019-05-11 5:46:58,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$25,000-$49,999",New England,iOS Phone / Tablet
10722973149,233578950,2019-05-11 5:42:36,2019-05-11 5:44:55,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$50,000-$74,999",New England,iOS Phone / Tablet
10722970330,233578950,2019-05-11 5:38:02,2019-05-11 5:43:24,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,Black or African American,Somewhat support,45-60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10722967831,233578950,2019-05-11 5:34:50,2019-05-11 5:39:55,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly liberal,Yes,White or Caucasian,Strongly support,45-60,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10722963150,233578950,2019-05-11 5:27:40,2019-05-11 5:34:41,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,> 60,Male,Prefer not to answer,West North Central,Android Phone / Tablet
10722963095,233578950,2019-05-11 5:27:39,2019-05-11 5:34:41,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat oppose,45-60,Male,"$75,000-$99,999",Middle Atlantic,Android Phone / Tablet
10722962676,233578950,2019-05-11 5:27:21,2019-05-11 5:31:57,I don't know or I'd rather not say,Very conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",West North Central,Android Phone / Tablet
10722960084,233578950,2019-05-11 5:23:46,2019-05-11 5:29:42,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$175,000-$199,999",Middle Atlantic,MacOS Desktop / Laptop
10722959262,233578950,2019-05-11 5:22:32,2019-05-11 5:28:57,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10722956008,233578950,2019-05-11 5:17:54,2019-05-11 5:22:33,I don't know or I'd rather not say,Very liberal,Unsure / Don’t know,White or Caucasian,I don't know,45-60,Female,"$0-$9,999",Pacific,Android Phone / Tablet
10722954981,233578950,2019-05-11 5:16:34,2019-05-11 5:22:22,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Support,> 60,Male,"$200,000+",Middle Atlantic,iOS Phone / Tablet
10722953387,233578950,2019-05-11 5:14:21,2019-05-11 5:21:19,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10722949956,233578950,2019-05-11 5:09:48,2019-05-11 5:13:26,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Black or African American,Neither support nor oppose,45-60,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10722947648,233578950,2019-05-11 5:05:37,2019-05-11 5:12:19,I don't know or I'd rather not say,Moderately conservative,No,Black or African American,Oppose,18-29,Female,"$25,000-$49,999",West North Central,iOS Phone / Tablet
10722946881,233578950,2019-05-11 5:04:59,2019-05-11 5:15:51,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,,,,,,
10722946357,233578950,2019-05-11 5:04:45,2019-05-11 5:08:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Somewhat oppose,45-60,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10722944018,233578950,2019-05-11 5:00:50,2019-05-11 5:09:02,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly support,45-60,Male,"$125,000-$149,999",West South Central,Android Phone / Tablet
10722940336,233578950,2019-05-11 4:55:27,2019-05-11 5:02:50,I don't know or I'd rather not say,Moderately liberal,Yes,White or Caucasian,Strongly support,45-60,Female,"$25,000-$49,999",Mountain,iOS Phone / Tablet
10722938264,233578950,2019-05-11 4:52:24,2019-05-11 5:05:23,I don't know or I'd rather not say,Moderately conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",West North Central,Android Phone / Tablet
10722938181,233578950,2019-05-11 4:52:05,2019-05-11 5:00:22,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Oppose,> 60,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10722935424,233578950,2019-05-11 4:48:22,2019-05-11 4:52:36,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,Hispanic or Latino,Neither support nor oppose,45-60,Female,Prefer not to answer,Pacific,Android Phone / Tablet
10722934162,233578950,2019-05-11 4:46:46,2019-05-11 4:53:37,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly oppose,45-60,Male,"$200,000+",East North Central,Android Phone / Tablet
10722931900,233578950,2019-05-11 4:42:57,2019-05-11 4:48:25,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,Another race,Somewhat support,45-60,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
10722926549,233578950,2019-05-11 4:35:47,2019-05-11 4:40:50,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,Support,,,,,
10722925740,233578950,2019-05-11 4:34:53,2019-05-11 4:42:53,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,> 60,Male,"$10,000-$24,999",Pacific,Windows Desktop / Laptop
10722922805,233578950,2019-05-11 4:30:49,2019-05-11 4:33:21,I don't know or I'd rather not say,Slightly liberal,No,White or Caucasian,Somewhat support,45-60,Male,"$25,000-$49,999",West North Central,iOS Phone / Tablet
10722920560,233578950,2019-05-11 4:27:26,2019-05-11 4:33:54,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,White or Caucasian,Neither support nor oppose,45-60,Female,"$10,000-$24,999",Mountain,Android Phone / Tablet
10722914202,233578950,2019-05-11 4:13:14,2019-05-11 4:26:37,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Asian or Asian American,Oppose,45-60,Male,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10722912098,233578950,2019-05-11 4:15:36,2019-05-11 4:20:34,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,45-60,Female,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
10722908640,233578950,2019-05-11 4:11:14,2019-05-11 4:17:35,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,> 60,Female,Prefer not to answer,West North Central,iOS Phone / Tablet
10722906068,233578950,2019-05-11 4:07:32,2019-05-11 4:12:34,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$10,000-$24,999",Pacific,Android Phone / Tablet
10722906043,233578950,2019-05-11 4:07:17,2019-05-11 4:14:09,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Strongly support,,,,,
10722901743,233578950,2019-05-11 4:01:59,2019-05-11 4:10:26,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Somewhat support,45-60,Female,"$25,000-$49,999",East North Central,Windows Desktop / Laptop
10722899226,233578950,2019-05-11 3:58:14,2019-05-11 4:00:27,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,Somewhat oppose,45-60,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10722896120,233578950,2019-05-11 3:53:47,2019-05-11 3:59:40,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10722894003,233578950,2019-05-11 3:51:09,2019-05-11 3:54:56,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very liberal,Yes,White or Caucasian,Support,> 60,Male,"$25,000-$49,999",East North Central,Windows Desktop / Laptop
10722891112,233578950,2019-05-11 3:47:19,2019-05-11 3:52:52,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
10722889259,233578950,2019-05-11 3:44:35,2019-05-11 3:48:50,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,I don't know,,,,,
10722887508,233578950,2019-05-11 3:42:14,2019-05-11 3:48:30,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10722885021,233578950,2019-05-11 3:38:49,2019-05-11 3:41:26,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$50,000-$74,999",Mountain,Android Phone / Tablet
10722884182,233578950,2019-05-11 3:37:31,2019-05-11 3:41:18,I don't know or I'd rather not say,Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
10722881470,233578950,2019-05-11 3:33:49,2019-05-11 3:37:51,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10722878875,233578950,2019-05-11 3:30:42,2019-05-11 3:34:08,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$0-$9,999",Mountain,Android Phone / Tablet
10722875190,233578950,2019-05-11 3:25:17,2019-05-11 3:32:44,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10722873875,233578950,2019-05-11 3:24:00,2019-05-11 3:25:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,"$150,000-$174,999",Middle Atlantic,Android Phone / Tablet
10722872142,233578950,2019-05-11 3:21:49,2019-05-11 3:28:38,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10722869957,233578950,2019-05-11 3:18:44,2019-05-11 3:19:32,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,,,,,,
10722868849,233578950,2019-05-11 3:17:24,2019-05-11 3:23:08,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly liberal,Yes,White or Caucasian,Somewhat support,> 60,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10722864151,233578950,2019-05-11 3:11:26,2019-05-11 3:14:54,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly oppose,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10722863275,233578950,2019-05-11 3:09:23,2019-05-11 3:15:21,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Strongly support,,,,,
10722862119,233578950,2019-05-11 3:07:36,2019-05-11 3:09:16,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Unsure / Don’t know,Black or African American,,,,,,
10722854274,233578950,2019-05-11 2:57:55,2019-05-11 3:05:04,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,Black or African American,Neither support nor oppose,45-60,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
10722852078,233578950,2019-05-11 2:54:24,2019-05-11 3:01:48,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat support,> 60,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10722850313,233578950,2019-05-11 2:51:08,2019-05-11 2:54:35,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat support,45-60,Male,"$175,000-$199,999",Pacific,iOS Phone / Tablet
10722849925,233578950,2019-05-11 2:50:48,2019-05-11 2:55:08,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly liberal,Yes,White or Caucasian,Somewhat support,> 60,Female,"$25,000-$49,999",East South Central,iOS Phone / Tablet
10722847679,233578950,2019-05-11 2:47:44,2019-05-11 2:50:27,I don't know or I'd rather not say,I don't know or I'd rather not say,No,Black or African American,I don't know,45-60,Male,"$10,000-$24,999",West South Central,Android Phone / Tablet
10722847622,233578950,2019-05-11 2:47:21,2019-05-11 2:53:48,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10722845891,233578950,2019-05-11 2:43:57,2019-05-11 2:51:35,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly liberal,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$10,000-$24,999",West South Central,iOS Phone / Tablet
10722845588,233578950,2019-05-11 2:44:22,2019-05-11 2:48:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Asian or Asian American,Neither support nor oppose,45-60,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10722843384,233578950,2019-05-11 2:40:07,2019-05-11 2:49:40,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,Another race,Support,> 60,Male,"$200,000+",New England,Windows Desktop / Laptop
10722843042,233578950,2019-05-11 2:40:08,2019-05-11 2:54:05,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Somewhat support,45-60,Female,"$125,000-$149,999",New England,Android Phone / Tablet
