Respondent ID,Start Date,End Date,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Do you think you will participate in the 2020 presidential primary?,Have you had student loans?,"A proposal would cancel $50,000 of student loan debt for those in households making less than $100,000 per year. For households earning between with $100,000 and $250,000, the proposal would cancel a sliding amount of student loan debt. Those earning $250,000 or more would not have debt cancelled. The plan would also end the taxation of canceled debt as income, and would make private loans eligible for debt cancellation.How do you feel about this plan?",Age,Gender,Household Income,Region,Device Type
10690951464,2019-04-26 21:49:58,2019-04-26 21:53:06,Neither liberal nor conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Somewhat support,18-29,Male,"$50,000-$74,999",Pacific,Android Phone / Tablet
10690951291,2019-04-26 21:52:27,2019-04-26 21:57:38,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Oppose,45-60,Male,"$75,000-$99,999",Middle Atlantic,Android Phone / Tablet
10690950416,2019-04-26 21:50:56,2019-04-26 21:56:01,Neither liberal nor conservative,Yes,American Indian or Alaska Native,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Neither support nor oppose,30-44,Female,Prefer not to answer,Pacific,Android Phone / Tablet
10690949953,2019-04-26 21:50:55,2019-04-26 21:54:17,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Somewhat oppose,18-29,Male,Prefer not to answer,Mountain,iOS Phone / Tablet
10690949893,2019-04-26 21:50:59,2019-04-26 21:52:02,Very liberal,No,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",I don't know,18-29,Male,"$0-$9,999",South Atlantic,Android Phone / Tablet
10690949767,2019-04-26 21:50:28,2019-04-26 21:52:58,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I didn't attend college or grad school",Somewhat support,18-29,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10690949384,2019-04-26 21:49:58,2019-04-26 21:55:31,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,"$200,000+",Mountain,iOS Phone / Tablet
10690949325,2019-04-26 21:50:15,2019-04-26 21:52:03,Neither liberal nor conservative,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10690949138,2019-04-26 21:50:07,2019-04-26 21:50:49,Moderately conservative,Unsure / Don’t know,Black or African American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",I don't know,18-29,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10690948634,2019-04-26 21:49:23,2019-04-26 21:52:28,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",I don't know,30-44,Female,"$200,000+",Pacific,iOS Phone / Tablet
10690948600,2019-04-26 21:49:20,2019-04-26 21:53:32,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Female,Prefer not to answer,Pacific,Android Phone / Tablet
10690948451,2019-04-26 21:49:08,2019-04-26 21:51:17,Neither liberal nor conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Strongly support,45-60,Male,"$25,000-$49,999",New England,Android Phone / Tablet
10690947972,2019-04-26 21:47:43,2019-04-26 21:57:51,Moderately liberal,Unsure / Don’t know,White or Caucasian,I don't know or I'd rather not say,"No, I didn't attend college or grad school",Support,45-60,Female,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
10690947409,2019-04-26 21:47:26,2019-04-26 21:51:57,Moderately liberal,Yes,Native Hawaiian or other Pacific Islander,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10690947252,2019-04-26 21:47:19,2019-04-26 21:48:02,Moderately conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",,,,,,,
10690947162,2019-04-26 21:47:18,2019-04-26 21:52:17,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,,,,,
10690947007,2019-04-26 21:47:30,2019-04-26 21:48:47,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Support,30-44,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10690946617,2019-04-26 21:46:33,2019-04-26 21:50:58,Slightly liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,30-44,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10690946140,2019-04-26 21:46:26,2019-04-26 21:48:20,Moderately conservative,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Republican primary or caucus",,,,,,,
10690945234,2019-04-26 21:45:02,2019-04-26 21:49:24,Very liberal,No,Asian or Asian American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Support,18-29,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10690944759,2019-04-26 21:43:49,2019-04-26 21:48:39,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I didn't attend college or grad school",Strongly support,45-60,Female,"$10,000-$24,999",New England,iOS Phone / Tablet
10690944321,2019-04-26 21:44:13,2019-04-26 21:48:05,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10690944214,2019-04-26 21:43:25,2019-04-26 21:48:27,I don't know or I'd rather not say,No,Asian or Asian American,I don't know or I'd rather not say,I don't know,Strongly oppose,45-60,Male,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10690944151,2019-04-26 21:43:53,2019-04-26 21:46:48,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Strongly support,18-29,Male,"$0-$9,999",Pacific,Android Phone / Tablet
10690943673,2019-04-26 21:43:05,2019-04-26 21:51:04,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,> 60,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10690942795,2019-04-26 21:42:11,2019-04-26 21:47:51,Slightly conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Somewhat oppose,30-44,Female,Prefer not to answer,New England,iOS Phone / Tablet
10690942332,2019-04-26 21:41:50,2019-04-26 21:45:24,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,30-44,Male,"$50,000-$74,999",East South Central,Android Phone / Tablet
10690941508,2019-04-26 21:40:17,2019-04-26 21:45:25,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,45-60,Female,"$10,000-$24,999",East North Central,Android Phone / Tablet
10690940877,2019-04-26 21:40:00,2019-04-26 21:43:59,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,> 60,Male,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10690940845,2019-04-26 21:40:09,2019-04-26 21:48:13,Slightly conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,> 60,Female,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10690939905,2019-04-26 21:39:07,2019-04-26 21:44:44,Neither liberal nor conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Support,30-44,Female,"$25,000-$49,999",West South Central,Android Phone / Tablet
10690938107,2019-04-26 21:36:39,2019-04-26 21:42:02,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,> 60,Male,"$200,000+",South Atlantic,MacOS Desktop / Laptop
10690938035,2019-04-26 21:37:01,2019-04-26 21:39:42,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Somewhat support,45-60,Female,"$150,000-$174,999",East North Central,iOS Phone / Tablet
10690937077,2019-04-26 21:36:04,2019-04-26 21:36:51,Moderately liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,30-44,Female,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10690936901,2019-04-26 21:35:37,2019-04-26 21:37:24,Neither liberal nor conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,18-29,Male,"$100,000-$124,999",West South Central,iOS Phone / Tablet
10690936304,2019-04-26 21:33:14,2019-04-26 21:40:09,Very liberal,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,> 60,Male,"$50,000-$74,999",Mountain,Windows Desktop / Laptop
10690936219,2019-04-26 21:34:45,2019-04-26 21:37:59,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,18-29,Male,"$50,000-$74,999",East South Central,Android Phone / Tablet
10690935961,2019-04-26 21:34:26,2019-04-26 21:39:27,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,I am incurring student loans now,Somewhat support,18-29,Female,"$10,000-$24,999",Middle Atlantic,iOS Phone / Tablet
10690935732,2019-04-26 21:33:44,2019-04-26 21:37:35,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",Somewhat support,45-60,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
10690934547,2019-04-26 21:32:53,2019-04-26 21:36:15,Slightly conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Strongly support,30-44,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10690934255,2019-04-26 21:32:38,2019-04-26 21:43:11,Neither liberal nor conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Female,"$100,000-$124,999",Middle Atlantic,Android Phone / Tablet
10690934153,2019-04-26 21:32:36,2019-04-26 21:35:43,Moderately conservative,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Somewhat support,30-44,Female,"$25,000-$49,999",Mountain,iOS Phone / Tablet
10690932581,2019-04-26 21:30:35,2019-04-26 21:35:14,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,> 60,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10690932539,2019-04-26 21:30:52,2019-04-26 21:35:51,I don't know or I'd rather not say,No,Hispanic or Latino,I don't know or I'd rather not say,"No, I didn't attend college or grad school",Neither support nor oppose,18-29,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10690932524,2019-04-26 21:30:41,2019-04-26 21:33:10,Moderately liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Support,30-44,Male,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10690932411,2019-04-26 21:30:44,2019-04-26 21:31:42,Very conservative,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Somewhat support,18-29,Male,"$10,000-$24,999",New England,iOS Phone / Tablet
10690932017,2019-04-26 21:29:51,2019-04-26 21:33:01,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus",,,,,,,
10690930359,2019-04-26 21:26:56,2019-04-26 21:32:15,Slightly conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,18-29,Female,"$0-$9,999",West South Central,iOS Phone / Tablet
10690929889,2019-04-26 21:27:29,2019-04-26 21:32:57,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Strongly oppose,,,,,
10690929880,2019-04-26 21:27:41,2019-04-26 21:30:45,Very liberal,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Neither support nor oppose,18-29,Male,"$75,000-$99,999",East North Central,iOS Phone / Tablet
10690929686,2019-04-26 21:27:27,2019-04-26 21:34:16,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,> 60,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
